Bus,Nominal_kV,Voltage_pu,Voltage_kV,Violation
7.ElmBay\T7.1.ElmTerm,400.0,1.0064448353474615,402.57793413898463,No
7.ElmBay\T7.2.ElmTerm,400.0,1.0064448353474615,402.57793413898463,No
8.ElmBay\8.ElmTerm,400.0,1.0064448356874944,402.5779342749978,No
8.ElmBay\T8.1.ElmTerm,400.0,1.0064448356874944,402.5779342749978,No
8.ElmBay\T8.2.ElmTerm,400.0,1.0064448356874944,402.5779342749978,No
9.ElmBay\9.ElmTerm,400.0,1.0064448353474615,402.57793413898463,No
9.ElmBay\T9.1.ElmTerm,400.0,1.0064448353474615,402.57793413898463,No
9.ElmBay\T9.2.ElmTerm,400.0,1.0064448353474615,402.57793413898463,No
Bay.ElmBay\TBay.1.ElmTerm,400.0,1.0064448356874944,402.5779342749978,No
Bay.ElmBay\TBay.2.ElmTerm,400.0,1.0064448353474615,402.57793413898463,No
SW_01.ElmSubstat\BB1.ElmTerm,400.0,1.0064448356874944,402.5779342749978,No
SW_01.ElmSubstat\BB2.ElmTerm,400.0,1.0064448353474615,402.57793413898463,No
SW_01_PP.ElmSubstat\LV_SW_W1.ElmTerm,16.5,0.957860088745413,15.804691464299314,No
SW_01_PP.ElmSubstat\LV_SW_W2.ElmTerm,16.5,1.0058998812818585,16.597348041150664,No
SW_01_PP.ElmSubstat\SW_Term_G1.ElmTerm,16.5,1.0099999904858903,16.66499984301719,No
SW_01_PP.ElmSubstat\SW_Term_G2.ElmTerm,16.5,1.009999990485889,16.664999843017167,No
SW_01_PP.ElmSubstat\SW_Term_G3.ElmTerm,16.5,1.0062941159191747,16.603852912666383,No
SW_01_PP.ElmSubstat\SW_Term_G4.ElmTerm,16.5,1.0062941159191894,16.603852912666625,No
1.ElmBay\1.ElmTerm,400.0,1.0022136814775788,400.88547259103154,No
1.ElmBay\T1.1.ElmTerm,400.0,1.0022136814775788,400.88547259103154,No
1.ElmBay\T1.2.ElmTerm,400.0,1.0022136814775788,400.88547259103154,No
2.ElmBay\2.ElmTerm,400.0,1.0022136814775788,400.88547259103154,No
2.ElmBay\T2.1.ElmTerm,400.0,1.0022136814775788,400.88547259103154,No
2.ElmBay\T2.2.ElmTerm,400.0,1.0022136814775788,400.88547259103154,No
3.ElmBay\3.ElmTerm,400.0,1.0022136816062939,400.8854726425175,No
3.ElmBay\T3.1.ElmTerm,400.0,1.0022136816062939,400.8854726425175,No
3.ElmBay\T3.2.ElmTerm,400.0,1.0022136816062939,400.8854726425175,No
4.ElmBay\4.ElmTerm,400.0,1.0022136816062939,400.8854726425175,No
4.ElmBay\T4.1.ElmTerm,400.0,1.0022136816062939,400.8854726425175,No
4.ElmBay\T4.2.ElmTerm,400.0,1.0022136816062939,400.8854726425175,No
5.ElmBay\5.ElmTerm,400.0,1.0022136814775788,400.88547259103154,No
5.ElmBay\T5.1.ElmTerm,400.0,1.0022136814775788,400.88547259103154,No
5.ElmBay\T5.2.ElmTerm,400.0,1.0022136814775788,400.88547259103154,No
6.ElmBay\6.ElmTerm,400.0,1.0022136814775788,400.88547259103154,No
6.ElmBay\T6.1.ElmTerm,400.0,1.0022136814775788,400.88547259103154,No
6.ElmBay\T6.2.ElmTerm,400.0,1.0022136814775788,400.88547259103154,No
7.ElmBay\7.ElmTerm,400.0,1.0022136816062939,400.8854726425175,No
7.ElmBay\T7.1.ElmTerm,400.0,1.0022136816062939,400.8854726425175,No
7.ElmBay\T7.2.ElmTerm,400.0,1.0022136816062939,400.8854726425175,No
8.ElmBay\8.ElmTerm,400.0,1.0022136816062939,400.8854726425175,No
8.ElmBay\T8.1.ElmTerm,400.0,1.0022136816062939,400.8854726425175,No
8.ElmBay\T8.2.ElmTerm,400.0,1.0022136816062939,400.8854726425175,No
9.ElmBay\9.ElmTerm,400.0,1.0022136814775788,400.88547259103154,No
9.ElmBay\T9.1.ElmTerm,400.0,1.0022136814775788,400.88547259103154,No
9.ElmBay\T9.2.ElmTerm,400.0,1.0022136814775788,400.88547259103154,No
Bay.ElmBay\TBay.1.ElmTerm,400.0,1.0022136816062939,400.8854726425175,No
Bay.ElmBay\TBay.2.ElmTerm,400.0,1.0022136814775788,400.88547259103154,No
SW_02.ElmSubstat\BB1.ElmTerm,400.0,1.0022136816062939,400.8854726425175,No
SW_02.ElmSubstat\BB2.ElmTerm,400.0,1.0022136814775788,400.88547259103154,No
SW_02_PP.ElmSubstat\LV_SW_PV12.ElmTerm,18.0,0.9543914714718262,17.179046486492872,No
SW_02_PP.ElmSubstat\LV_SW_PV34.ElmTerm,18.0,0.9543914715954764,17.179046488718576,No
SW_02_PP.ElmSubstat\SW_Term_G5.ElmTerm,18.0,1.0020419408463563,18.036754935234413,No
SW_02_PP.ElmSubstat\SW_Term_G6.ElmTerm,18.0,1.0020419409751211,18.036754937552182,No
1.ElmBay\1.ElmTerm,400.0,1.0016405348080064,400.6562139232026,No
1.ElmBay\T1.1.ElmTerm,400.0,1.0016405348080064,400.6562139232026,No
1.ElmBay\T1.2.ElmTerm,400.0,1.0016405348080064,400.6562139232026,No
2.ElmBay\2.ElmTerm,400.0,1.0016405348080064,400.6562139232026,No
2.ElmBay\T2.1.ElmTerm,400.0,1.0016405348080064,400.6562139232026,No
2.ElmBay\T2.2.ElmTerm,400.0,1.0016405348080064,400.6562139232026,No
3.ElmBay\3.ElmTerm,400.0,1.001640534712249,400.6562138848996,No
3.ElmBay\T3.1.ElmTerm,400.0,1.001640534712249,400.6562138848996,No
3.ElmBay\T3.2.ElmTerm,400.0,1.001640534712249,400.6562138848996,No
4.ElmBay\4.ElmTerm,400.0,1.001640534712249,400.6562138848996,No
4.ElmBay\T4.1.ElmTerm,400.0,1.001640534712249,400.6562138848996,No
4.ElmBay\T4.2.ElmTerm,400.0,1.001640534712249,400.6562138848996,No
5.ElmBay\5.ElmTerm,400.0,1.0016405348080064,400.6562139232026,No
5.ElmBay\T5.1.ElmTerm,400.0,1.0016405348080064,400.6562139232026,No
5.ElmBay\T5.2.ElmTerm,400.0,1.0016405348080064,400.6562139232026,No
6.ElmBay\6.ElmTerm,400.0,1.001640534712249,400.6562138848996,No
6.ElmBay\T6.1.ElmTerm,400.0,1.001640534712249,400.6562138848996,No
6.ElmBay\T6.2.ElmTerm,400.0,1.001640534712249,400.6562138848996,No
7.ElmBay\7.ElmTerm,400.0,1.001640534712249,400.6562138848996,No
7.ElmBay\T7.1.ElmTerm,400.0,1.001640534712249,400.6562138848996,No
7.ElmBay\T7.2.ElmTerm,400.0,1.001640534712249,400.6562138848996,No
8.ElmBay\8.ElmTerm,400.0,1.0016405348080064,400.6562139232026,No
8.ElmBay\T8.1.ElmTerm,400.0,1.0016405348080064,400.6562139232026,No
8.ElmBay\T8.2.ElmTerm,400.0,1.0016405348080064,400.6562139232026,No
9.ElmBay\9.ElmTerm,400.0,1.001640534712249,400.6562138848996,No
9.ElmBay\T9.1.ElmTerm,400.0,1.001640534712249,400.6562138848996,No
9.ElmBay\T9.2.ElmTerm,400.0,1.001640534712249,400.6562138848996,No
Bay.ElmBay\TBay.1.ElmTerm,400.0,1.0016405348080064,400.6562139232026,No
Bay.ElmBay\TBay.2.ElmTerm,400.0,1.001640534712249,400.6562138848996,No
SW_03.ElmSubstat\BB1.ElmTerm,400.0,1.0016405348080064,400.6562139232026,No
SW_03.ElmSubstat\BB2.ElmTerm,400.0,1.001640534712249,400.6562138848996,No
SW_03_PP.ElmSubstat\SW_Term_G7.ElmTerm,18.0,1.0014688923919373,18.02644006305487,No
SW_03_PP.ElmSubstat\SW_Term_G8.ElmTerm,18.0,1.0099999904632568,18.179999828338623,No
